folio,A_fecha,A_1_1,A_1_2,A_2_1_1,A_2_1_2,A_2_1_3,A_2_1_4,A_2_1_5,A_2_1_6,A_2_1_7,A_2_1_O,A_3_1,A_4_1_1,A_4_1_2,A_4_1_3,A_4_1_4,A_4_1_O,A_4_21,A_4_22,A_4_23,A_4_24,A_4_25,A_4_26,A_4_27,A_4_2_1,A_4_2_2,A_4_2_3,A_4_2_4,A_4_2_5,A_4_2_O,A_4_2_6,A_4_3,A_4_3_O,A_4_4,A_4_4_O,A_4_5,A_4_6,A_4_7_1,A_4_7_2,A_4_7_3,A_4_7_4,A_4_7_5,A_4_7_O,A_5_1,A_5_2,A_5_3,A_5_4,A_5_5,A_5_6,A_5_7,A_5_8,A_5_9,A_6_1,A_6_2,A_6_3,A_6_4,A_7_1,A_7_1_O,A_7_2_1,A_7_2_2,A_7_2_3,A_7_2_4,A_7_2_5,A_7_2_6,A_7_2_7,A_7_2_8,A_7_2_9,A_7_2_O,A_7_3,A_7_3_O,A_8_1,A_8_2,A_9_1,A_9_2,A_9_3,A_9_4,A_10_1_1,A_10_1_2,A_10_1_3,A_10_2_1,A_10_2_2,A_10_2_3,A_10_2_4,A_10_2_5,A_10_2_6,A_10_2_7,A_10_2_8
1393-2015,4-Apr,2016,11-Apr,1976,Preparatoria,Indemnización por despido injustificado,Reinstalación en mi trabajo,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,50,20000,25000,22000,2,5,3,20000,Medianamente bien,Medianamente común,Medianamente,20000,No Sabe,,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,90,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
1540-2015,5-Apr,2016,15-Dec,1985,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,51 a 100 empleados,Porque no se permite demandar sin un abogado,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,20,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,70,100,20000,50000,25000,1.9166666,2.9166667,2.9166667,25000,No tan bien,Muy común,Poco,50000,No Sabe,,Indemnización Constitucional,,,,,,,,,,Sí,1,Algo de acuerdo,Mucho,Sí,No,,Poco de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
1867-2015,26-May,2016,31-May,1969,Más que preparatoria,Indemnización por despido injustificado,Pago de prestaciones,Pago de finiquito,,,,,,Más de 100 empleados,Porque no se permite demandar sin un abogado,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,Sí sabe,50000,Ya había trabajado con él antes,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,50,40000,50000,40000,1,1.5,1,40000,Medianamente bien,Medianamente común,Medianamente,40000,Sí Sabe,42,Horas extraordinarias,Aguinaldo,Otro,,,,,,,Prima vacacional y sueldos pendientes,No,,Algo de acuerdo,Mucho,No,Sí,100,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
2126-2015,20-Apr,2016,8-Jun,1987,Preparatoria,Pago de finiquito,,,,,,,,51 a 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,20,,,,,,Sí sabe,27000,Es un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,0,20000,27000,23000,0.75,2,1,23000,Muy bien,Medianamente común,Mucho,25000,Sí Sabe,90,Indemnización Constitucional,,,,,,,,,,No,,Totalmente de acuerdo,Mucho,No,Sí,100,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0957-2012,17-May,2016,8-Aug,1939,Preparatoria,Indemnización por despido injustificado,,,,,,,,1 a 10 empleados,Porque no se permite demandar sin un abogado,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,20,,,,,,No sabe,,Ya había trabajado con él antes,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,30,200000,400000,200000,4,5,5,200000,Medianamente bien,Poco común,Nada,200000,Sí Sabe,90,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,,,,,,,,No,,Nada de acuerdo,Mucho,No,No,,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1626-2012,17-May,2016,12-Jul,1973,Primaria,Indemnización por despido injustificado,Pago de prestaciones,Pago de finiquito,,,,,,11 a 50 empleados,Porque no se permite demandar sin un abogado,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,Sí sabe,100000,Es un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,50,35000,100000,35000,4,4.5,4.5,50000,Nada bien,Muy común,Mucho,100000,No Sabe,,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,,,,,,,,Sí,2,Algo de acuerdo,Mucho,Sí,No,,Algo de acuerdo,"$50,000 ","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0273-2016,22-Apr,2016,20-May,1983,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Ningun pago,,,,,,,,,,,,,,Sí sabe,14500,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,0,14500,16000,16000,1,2,2,14500,No tan bien,Muy común,Mucho,16000,No Sabe,,Indemnización Constitucional,,,,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,50,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$20,000 EN UN MES",,
2015-2014,25-Apr,2016,13-Jul,1966,Secundaria,Indemnización por despido injustificado,,,,,,,,51 a 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,30,0,0,0,3,5,4,450000,Medianamente bien,Muy común,Medianamente,450000,No Sabe,,Indemnización Constitucional,,,,,,,,,,No,,Totalmente de acuerdo,Mucho,No,No,,Poco de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
1474-2014,28-Apr,2016,12-Aug,1981,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,50,50,25000,40000,35000,2,5,4,25000,Muy bien,Medianamente común,Mucho,30000,No Sabe,,Indemnización Constitucional,Aguinaldo,,,,,,,,,No,,Algo de acuerdo,Mucho,Sí,No,,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1564-2014,12-May,2016,9-Aug,1972,Preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,No sabe,,Ya había trabajado con él antes,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,90,50,35000,40000,35000,2,3,2,40000,Muy bien,Muy común,Medianamente,60000,Sí Sabe,90,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,,,,,,,Sí,1,Algo de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0902-2015,18-Apr,2016,14-Feb,1984,Secundaria,Otra,,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,10,,,,,,Sí sabe,50,Es un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,80,40,50000,70000,55000,1.9166666,2.9166667,1.9166666,40000,No tan bien,Muy común,Mucho,40000,Sí Sabe,90,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,,,,,,,No,,Algo de acuerdo,Mucho,Sí,No,,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
0479-2013,18-Apr,2016,15-Dec,1984,Más que preparatoria,Reinstalación en mi trabajo,Pago de prestaciones,,,,,,,11 a 50 empleados,Porque no tengo tiempo para atender mi demanda,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,20,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,80,20,200000,250000,250000,2.4166667,3,2.4166667,250000,Nada bien,Muy común,Medianamente,250000,Sí Sabe,90,Indemnización Constitucional,Reinstalación,Horas extraordinarias,Aguinaldo,Otro,,,,,Comisiones,No,,Algo de acuerdo,Mucho,Sí,No,,Nada de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1614-2012,20-Apr,2016,21-Oct,1973,Preparatoria,Indemnización por despido injustificado,Otra,,,,,,,1 a 10 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,60,40,100000,200000,150000,4,5,4.5,100000,Medianamente bien,Muy común,Poco,250000,Sí Sabe,15,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,,,,,,,,No,,Algo de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0215-2016,15-Apr,2016,3-Sep,1959,Preparatoria,Indemnización por despido injustificado,Pago de prestaciones,Pago de finiquito,,,,,,11 a 50 empleados,Porque no se permite demandar sin un abogado,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,80,80,0,0,0,1,3,2,0,Muy bien,Muy común,Mucho,0,No Sabe,,Otro,,,,,,,,,ReparaciÃ³n del daÃ±o,No,,Poco de acuerdo,Mucho,Sí,Sí,20,Totalmente de acuerdo,"$50,000 ","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$30,000 EN UN MES",
0946-2015,26-May,2016,1-Jan,1966,Preparatoria,Indemnización por despido injustificado,,,,,,,,51 a 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Ningun pago,,,,,,,,,,,,,,Sí sabe,13000,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,"Yo decidiría si aceptar o no la oferta, sin consultar a mi abogado",No,,,,,,,100,0,30000,30000,30000,2,2.5,2.25,14000,No tan bien,Muy común,Mucho,30000,No Sabe,,Indemnización Constitucional,,,,,,,,,,No,,Totalmente de acuerdo,Mucho,Sí,No,,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1623-2015,6-Apr,2016,2-Jul,1986,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,1 a 10 empleados,Porque no se permite demandar sin un abogado,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,80,80,20,50,50,5.9166665,10.416667,9.75,30,Medianamente bien,Muy común,Poco,50,No Sabe,,Aguinaldo,,,,,,,,,,No,,Poco de acuerdo,Medianamente,No,Sí,30,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0290-2019,22-Apr,2016,27-May,1980,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no tengo tiempo para atender mi demanda,,,,,Otra forma de pago,,,,,,,,,,,,NegociaciÃ³n,10,Sí sabe,58000,Es un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,50,50,40,50,45,1.5,2,1.6666666,55,Muy bien,Poco común,Poco,55000,Sí Sabe,15,No Sabe,,,,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,100,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 EN UN MES",,,,,
1544-2015,28-Mar,2016,1-Jan,1976,Preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no se permite demandar sin un abogado,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,"Yo decidiría si aceptar o no la oferta, sin consultar a mi abogado",No,,,,,,,90,90,0,0,0,1.4166666,3.3333333,1.4166666,0,Nada bien,Poco común,Mucho,0,Sí Sabe,90,Indemnización Constitucional,Aguinaldo,,,,,,,,,No,,Algo de acuerdo,Medianamente,No,Sí,80,Poco de acuerdo,"$50,000 ","$50,000 ","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$20,000 EN UN MES",,
0320-2016,29-Apr,2016,9-Feb,1955,Secundaria,Indemnización por despido injustificado,,,,,,,,51 a 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Un solo pago SOLO si gano el juicio,,,,,,,,,,,5000,,,Sí sabe,100000,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,70,0,100000,100000,100000,1.1666666,1.9166666,1.5,100000,No tan bien,Muy común,Medianamente,100000,Sí Sabe,90,Indemnización Constitucional,Reinstalación,Aguinaldo,,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,0,Algo de acuerdo,"$50,000 ","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
1401-2015,5-Apr,2016,12-Mar,1969,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no se permite demandar sin un abogado,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,50,100,5000,8000,6000,1,2,1.5,6000,Nada bien,Muy común,Medianamente,14000,No Sabe,,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,,,,,,,,Sí,1,Poco de acuerdo,Poco ,Sí,No,,Algo de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$12,000 EN UN MES",,,,
0312-2016,29-Apr,2016,30-Jan,1970,Primaria,Indemnización por despido injustificado,Pago de prestaciones,Pago de finiquito,,,,,,1 a 10 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,"Mi abogado decidiría si aceptar o no la oferta, sin consultarme",No,,,,,,,50,50,190000,190000,190000,1,2,1.5,100000,Medianamente bien,Medianamente común,Mucho,100000,No Sabe,,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,,,,,,,No,,Totalmente de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 EN UN MES",,,,,
0247-2016,15-Apr,2016,5-Feb,1969,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no se permite demandar sin un abogado,,,,,Ningun pago,,,,,,,,,,,,,,Sí sabe,30000,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,25,25000,30000,30000,0.5,1,0.75,25000,Muy bien,Nada común,Nada,30000,Sí Sabe,90,Indemnización Constitucional,Aguinaldo,,,,,,,,,No,,Totalmente de acuerdo,Poco ,No,Sí,80,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$20,000 EN UN MES",,
0302-2014,3-May,2016,25-Feb,1950,Preparatoria,Indemnización por despido injustificado,Pago de prestaciones,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,Sí sabe,0,Otra,Conocido recomendacion,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,50,50,0,0,0,2,3,3,0,Medianamente bien,Muy común,Medianamente,0,No Sabe,,No Sabe,,,,,,,,,,No,,Poco de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 EN UN MES",,,,,
0463-2016,27-May,2016,15-Jun,1989,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no tengo tiempo para atender mi demanda,,,,,Otra forma de pago,,,,,,,,,,,,Personal,60000,Sí sabe,52000,Es un familiar o amigo,,"Yo decidiría si aceptar o no la oferta, sin consultar a mi abogado",No,,,,,,,90,10,4500,5000,5000,1.5,3,1.5,45000,Muy bien,Muy común,Nada,4500,Sí Sabe,90,Indemnización Constitucional,,,,,,,,,,No,,Totalmente de acuerdo,Mucho,No,Sí,90,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 EN UN MES",,,,,
0300-2016,29-Apr,2016,8-Jan,1974,Más que preparatoria,Indemnización por despido injustificado,Reinstalación en mi trabajo,Pago de prestaciones,Pago de finiquito,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Ya había trabajado con él antes,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,100,120000,250000,120000,1,1.0833334,1,120000,Muy bien,Medianamente común,Medianamente,120000,Sí Sabe,90,Indemnización Constitucional,Reinstalación,Prima por trabajar los sábados,Aguinaldo,,,,,,,No,,Totalmente de acuerdo,Mucho,No,Sí,50,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
0208-2014,18-Apr,2016,10-Nov,1980,Preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,Sí sabe,35000,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,20,30000,100000,50000,4,10,5,30000,Medianamente bien,Muy común,Mucho,90000,No Sabe,,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,Otro,,,,,,"CAJA DE AHORRO, VALES DE DESPENSA",No,,Algo de acuerdo,Mucho,No,Sí,75,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
0471-2007,4-May,2016,3-Sep,1959,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,30,,,,,,Sí sabe,4000000,Ya había trabajado con él antes,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,60,60,2000000,3000000,2000000,9.166667,9.916667,9.25,4000000,Medianamente bien,Medianamente común,Medianamente,4000000,Sí Sabe,2000,Indemnización Constitucional,Horas extraordinarias,Aguinaldo,,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,50,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$12,000 EN UN MES",,,,
0185-2015,21-Apr,2016,5-Dec,1982,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,Más de 100 empleados,Porque no tengo los conocimientos para demandar,,,,,Pago para iniciar el juicio,Porcentaje(%) de lo que obtengo en el juicio,,,,,,6000,35,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,60,40,150000,450000,160000,3,5,4,250000,Medianamente bien,Medianamente común,Mucho,250000,Sí Sabe,90,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,Otro,,,,,Beca de estudios,No,,Totalmente de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"$50,000 ","$50,000 ","Tómbola de $100,000 con 70% de probabilidad y $0 con 30% de probabliidad","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1809-2015,19-May,2016,9-Nov,1981,Preparatoria,Pago de finiquito,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,35,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,70,50,50000,80000,77000,1.5833334,5.4166665,1.9166666,70000,No tan bien,Muy común,Medianamente,100000,No Sabe,,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,Otro,,,,,,Tiempo extra,No,,Algo de acuerdo,Mucho,Sí,No,,Totalmente de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","Tómbola de $100,000 con 60% de probabilidad y $0 con 40% de probabliidad","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$15,000 EN UN MES",,,
0549-2015,16-Mar,2016,21-Dec,1964,Secundaria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Otra forma de pago,,,,,,,,,,,,No quiso contestar,1,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,50,50,0,0,0,1,3,2,0,No tan bien,Muy común,Nada,0,No Sabe,,No Sabe,,,,,,,,,,No,,Poco de acuerdo,Mucho,No,Sí,50,Totalmente de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
1530-2015,6-Apr,2016,8-Sep,1976,Preparatoria,Indemnización por despido injustificado,,,,,,,,51 a 100 empleados,Otra,,,,,Ningun pago,,,,,,,,,,,,,,No sabe,,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,70,50,0,0,0,0,3,2,19000,No tan bien,Poco común,Medianamente,23000,No Sabe,,Indemnización Constitucional,,,,,,,,,,No,,Algo de acuerdo,Mucho,No,Sí,100,Algo de acuerdo,"Tómbola de $100,000 con 50% de probabilidad y $0 con 50% de probabliidad","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$30,000 EN UN MES",
1854-2015,16-May,2016,9-Oct,1988,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,11 a 50 empleados,Porque no tengo los conocimientos para demandar,,,,,Ningun pago,,,,,,,,,,,,,,Sí sabe,30000,Me lo asignaron en la Procuraduría de la Defensa del Trabajador,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,90,50,30000,60000,30000,1,2,1,30000,Medianamente bien,Medianamente común,Medianamente,3,Sí Sabe,90,Indemnización Constitucional,Aguinaldo,,,,,,,,,No,,Algo de acuerdo,Medianamente,Sí,No,,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA","$10,000 MAÑANA",
0206-2015,26-Apr,2016,21-Dec,1980,Más que preparatoria,Indemnización por despido injustificado,,,,,,,,1 a 10 empleados,Porque no tengo los conocimientos para demandar,,,,,Porcentaje(%) de lo que obtengo en el juicio,,,,,,,,25,,,,,,No sabe,,Me lo recomendó un familiar o amigo,,Mi abogado y yo decidiríamos juntos si aceptar o no la oferta,No,,,,,,,100,0,25000,85000,65000,1,2,2,55000,Medianamente bien,Medianamente común,Mucho,100000,Sí Sabe,18,Indemnización Constitucional,Horas extraordinarias,Prima por trabajar los sábados,Aguinaldo,,,,,,,No,,Algo de acuerdo,Mucho,No,No,,Algo de acuerdo,"$50,000 ","$50,000 ","$50,000 ","$10,000 MAÑANA","$12,000 EN UN MES",,,,
